Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
50          2.15        7.67        0.40        2           5            15 86 34 40 35
51          2.36        6.39        1.20        6           5            7 32 31 25 12
52          1.53        6.90        3.40        17          5            58 66 38 39 49
53          2.07        6.97        1.40        7           5            38 52 24 32 12
54          2.47        9.18        2.00        10          5            62 75 44 4 29
55          3.79        9.63        0.00        0           5            2 92 19 28 21
56          3.71        7.27        0.00        0           5            80 32 7 53 10
57          2.28        7.16        0.40        2           5            70 1 31 32 7
58          1.78        6.93        1.00        5           5            52 10 66 15 82
59          3.38        8.96        0.40        2           5            93 44 74 35 76
60          2.10        7.59        1.20        6           5            12 25 67 79 10
61          1.87        6.94        0.80        4           5            0 16 83 94 13
62          2.72        9.25        1.60        8           5            54 74 75 68 95
63          2.93        8.07        0.60        3           5            1 7 32 51 17
64          1.83        6.80        1.00        5           5            69 45 98 90 82
65          3.29        7.77        0.00        0           5            16 20 92 19 42
66          1.97        7.24        1.40        7           5            52 58 10 38 70
67          2.21        7.67        0.60        3           5            41 39 60 15 10
68          2.71        8.08        0.80        4           5            74 62 54 36 33
69          1.62        6.51        1.40        7           5            46 64 82 97 98
70          2.16        7.21        1.00        5           5            57 1 66 7 53
71          2.10        7.28        1.00        5           5            16 81 90 0 20
72          3.73        8.07        0.40        2           5            4 75 54 44 99
73          2.71        6.70        0.00        0           5            1 60 32 7 57
74          2.39        7.25        1.60        8           5            33 97 98 62 68
75          2.51        8.63        1.20        6           5            44 54 72 62 13
76          1.78        6.41        1.40        7           5            98 35 15 11 39
77          2.27        5.75        1.20        6           5            84 14 42 23 90
78          3.44        8.27        0.00        0           5            19 70 63 42 53
79          2.08        7.08        1.20        6           5            31 1 86 10 60
80          2.54        7.19        0.20        1           5            53 32 66 12 51
81          1.89        7.12        0.60        3           5            94 46 71 6 90
82          1.83        6.06        1.40        7           5            69 97 14 58 64
83          1.98        7.03        0.20        1           5            61 91 84 13 98
84          1.39        6.06        2.60        13          5            91 23 90 77 98
85          2.32        8.15        0.00        0           5            71 45 28 49 52
86          2.00        8.36        1.20        6           5            34 35 10 79 50
87          3.79        8.51        0.80        4           5            5 4 36 3 42
88          2.58        6.70        1.20        6           5            97 15 92 19 39
89          2.67        7.65        0.20        1           5            39 91 97 13 26
90          1.62        6.77        3.40        17          5            16 91 84 98 94
91          1.53        7.13        1.40        7           5            84 90 39 98 23
92          2.64        7.84        1.20        6           5            88 19 2 90 49
93          3.18        7.40        0.20        1           5            59 33 16 69 74
94          1.62        6.55        1.40        7           5            0 81 84 61 90
95          3.64        9.63        0.40        2           5            29 62 63 54 74
96          2.23        6.87        0.20        1           5            49 71 52 90 15
97          1.61        5.58        2.40        12          5            98 15 69 39 82
98          1.48        5.92        3.20        16          5            76 97 84 39 90
99          3.51        6.82        0.60        3           5            42 88 21 77 92
