Id          Eps         maxEps      NDF         rk+nn       k+nn_value  k+nn        
64          0.00        2.15        2.00        2           1            65
65          0.00        2.15        2.00        2           1            64
66          0.00        2.16        2.00        2           1            67
67          0.00        2.16        3.00        3           1            66
68          0.00        2.16        1.00        1           1            67
69          0.00        2.16        1.00        1           1            68
70          0.00        2.15        1.00        1           1            64
71          0.02        1.87        1.00        1           1            73
72          0.01        1.85        2.00        2           1            73
73          0.01        1.86        2.00        2           1            72
74          0.00        1.97        1.00        1           1            75
75          0.00        1.97        2.00        2           1            74
76          0.01        2.03        0.00        0           1            89
77          0.01        2.05        1.00        1           1            89
78          0.01        2.10        0.00        0           1            164
79          0.01        2.12        2.00        2           1            186
80          0.01        2.17        1.00        1           1            85
81          0.01        2.18        0.00        0           1            84
82          0.00        2.19        2.00        2           1            188
83          0.01        2.21        0.00        0           1            82
84          0.00        2.17        2.00        2           1            85
85          0.00        2.17        2.00        2           1            84
86          0.01        2.16        1.00        1           1            80
87          0.01        2.12        0.00        0           1            79
88          0.01        2.08        0.00        0           1            172
89          0.01        2.04        3.00        3           1            77
90          0.00        2.14        0.00        0           1            183
91          0.01        2.12        0.00        0           1            92
92          0.00        2.13        2.00        2           1            95
93          0.00        2.14        0.00        0           1            183
94          0.00        2.13        0.00        0           1            109
95          0.00        2.13        1.00        1           1            92
96          0.00        2.14        0.00        0           1            99
97          0.00        2.15        0.00        0           1            100
98          0.00        2.15        1.00        1           1            100
99          0.00        2.14        2.00        2           1            102
100         0.00        2.15        2.00        2           1            98
101         0.00        2.15        0.00        0           1            103
102         0.00        2.14        1.00        1           1            99
103         0.00        2.15        2.00        2           1            104
104         0.00        2.15        1.00        1           1            103
105         0.00        2.16        0.00        0           1            70
106         0.00        2.13        2.00        2           1            109
107         0.00        2.14        1.00        1           1            183
108         0.00        2.14        0.00        0           1            111
109         0.00        2.13        2.00        2           1            106
110         0.00        2.14        0.00        0           1            106
111         0.00        2.15        2.00        2           1            112
112         0.00        2.15        1.00        1           1            111
113         0.00        2.16        0.00        0           1            115
114         0.00        2.16        0.00        0           1            126
115         0.00        2.16        2.00        2           1            126
116         0.00        2.19        0.00        0           1            140
117         0.00        2.18        1.00        1           1            137
118         0.00        2.18        1.00        1           1            122
119         0.00        2.19        2.00        2           1            121
120         0.00        2.20        0.00        0           1            125
121         0.00        2.19        1.00        1           1            119
122         0.00        2.18        2.00        2           1            118
123         0.00        2.19        0.00        0           1            119
124         0.00        2.20        1.00        1           1            125
125         0.00        2.20        2.00        2           1            124
126         0.00        2.16        2.00        2           1            115
127         0.00        2.17        1.00        1           1            128
128         0.00        2.17        2.00        2           1            127
129         0.01        2.18        0.00        0           1            128
130         0.00        2.18        0.00        0           1            131
131         0.00        2.18        3.00        3           1            132
132         0.00        2.18        2.00        2           1            131
133         0.01        2.19        0.00        0           1            132
134         0.00        2.18        0.00        0           1            131
135         0.00        2.16        1.00        1           1            69
136         0.00        2.16        0.00        0           1            135
137         0.00        2.18        1.00        1           1            117
138         0.00        2.18        1.00        1           1            122
139         0.00        2.19        0.00        0           1            138
140         0.00        2.19        2.00        2           1            141
141         0.00        2.19        1.00        1           1            140
142         0.00        2.20        0.00        0           1            144
143         0.00        2.21        1.00        1           1            144
144         0.00        2.21        2.00        2           1            143
145         0.00        2.21        1.00        1           1            146
146         0.00        2.21        1.00        1           1            145
147         0.09        1.53        0.00        0           1            228
148         0.00        1.56        0.00        0           1            150
149         0.00        1.56        2.00        2           1            150
150         0.00        1.56        2.00        2           1            149
151         0.03        1.53        0.00        0           1            149
152         0.04        1.94        0.00        0           1            75
153         0.00        2.06        0.50        1           2            176 178
154         0.01        2.16        0.00        0           1            86
155         0.01        2.18        0.00        0           1            188
156         0.01        2.20        1.00        1           1            163
157         0.00        2.21        1.00        1           1            160
158         0.00        2.22        2.00        2           1            159
159         0.00        2.22        1.00        1           1            158
160         0.00        2.21        1.00        1           1            157
161         0.00        2.22        1.00        1           1            162
162         0.00        2.22        1.00        1           1            161
163         0.01        2.21        1.00        1           1            156
164         0.01        2.09        2.00        2           1            165
165         0.01        2.08        2.00        2           1            164
166         0.01        2.06        0.00        0           1            173
167         0.04        1.88        0.00        0           1            71
168         0.03        1.83        0.00        0           1            72
169         0.01        2.23        0.00        0           1            158
170         0.01        2.14        2.00        2           1            171
171         0.01        2.13        1.00        1           1            170
172         0.01        2.09        1.00        1           1            165
173         0.00        2.07        2.00        2           1            174
174         0.00        2.07        1.00        1           1            173
175         0.00        2.06        1.00        1           1            176
176         0.00        2.06        3.00        3           1            175
177         0.00        2.06        0.00        0           1            176
178         0.00        2.06        1.00        1           1            153
179         0.02        2.04        0.00        0           1            89
180         0.02        2.00        0.00        0           1            181
181         0.01        1.98        2.00        2           1            182
182         0.01        1.97        1.00        1           1            181
183         0.00        2.14        3.00        3           1            107
184         0.01        2.06        1.00        1           1            185
185         0.01        2.06        1.00        1           1            184
186         0.01        2.12        1.00        1           1            79
187         0.02        2.15        0.00        0           1            170
188         0.00        2.19        2.00        2           1            82
189         0.00        1.69        1.00        1           1            194
190         0.00        1.69        1.00        1           1            193
191         0.00        1.70        1.00        1           1            192
192         0.00        1.71        1.00        1           1            191
193         0.00        1.70        1.00        1           1            190
194         0.00        1.69        1.00        1           1            189
195         0.00        1.68        1.00        1           1            204
196         0.00        1.67        0.00        0           1            198
197         0.00        1.67        1.00        1           1            199
198         0.00        1.67        1.00        1           1            199
199         0.00        1.67        2.00        2           1            197
200         0.00        1.66        1.00        1           1            203
201         0.00        1.66        2.00        2           1            202
202         0.00        1.66        1.00        1           1            201
203         0.00        1.66        1.00        1           1            200
204         0.00        1.67        1.00        1           1            195
205         0.00        1.66        0.00        0           1            201
206         0.01        1.64        0.00        0           1            207
207         0.01        1.63        2.00        2           1            208
208         0.01        1.61        1.00        1           1            207
209         0.00        1.48        1.00        1           1            213
210         0.00        1.48        2.00        2           1            211
211         0.00        1.48        1.00        1           1            210
212         0.00        1.48        2.00        2           1            213
213         0.00        1.48        2.00        2           1            209
214         0.01        1.49        0.00        0           1            210
215         0.01        1.47        0.00        0           1            212
216         0.01        1.48        0.00        0           1            212
217         0.01        1.69        0.00        0           1            218
218         0.00        1.69        2.00        2           1            219
219         0.00        1.69        1.00        1           1            218
220         0.01        1.54        1.00        1           1            221
221         0.01        1.55        1.00        1           1            222
222         0.00        1.56        2.00        2           1            223
223         0.00        1.57        1.00        1           1            222
224         0.00        1.57        0.00        0           1            226
225         0.00        1.58        2.00        2           1            226
226         0.00        1.57        2.00        2           1            225
227         0.01        1.58        0.00        0           1            225
228         0.01        1.51        2.00        2           1            229
229         0.01        1.50        1.00        1           1            228
230         0.00        1.49        0.00        0           1            231
231         0.00        1.49        2.00        2           1            232
232         0.00        1.49        2.00        2           1            231
233         0.01        1.47        0.00        0           1            232
234         0.02        1.53        0.00        0           1            220
235         0.01        1.62        0.00        0           1            237
236         0.00        1.63        1.00        1           1            237
237         0.00        1.63        2.00        2           1            236
238         0.00        1.18        1.00        1           1            240
239         0.00        1.17        1.00        1           1            242
240         0.00        1.18        2.00        2           1            241
241         0.00        1.18        1.00        1           1            240
242         0.00        1.17        1.00        1           1            238
243         0.00        1.19        1.00        1           1            244
244         0.00        1.19        1.00        1           1            243
245         0.00        1.20        1.00        1           1            246
246         0.00        1.20        2.00        2           1            245
247         0.00        1.19        1.00        1           1            248
248         0.00        1.19        2.00        2           1            247
249         0.01        1.21        0.00        0           1            246
250         0.00        1.28        0.00        0           1            252
251         0.00        1.27        0.00        0           1            253
252         0.00        1.28        2.00        2           1            253
253         0.00        1.28        3.00        3           1            252
254         0.00        1.28        0.00        0           1            253
255         0.01        1.26        1.00        1           1            256
256         0.01        1.25        2.00        2           1            255
257         0.01        1.24        0.00        0           1            256
258         0.01        1.20        0.00        0           1            248
259         0.03        1.17        1.00        1           1            239
260         0.04        1.13        0.00        0           1            259
261         0.02        1.14        1.00        1           1            262
262         0.02        1.16        2.00        2           1            261
263         0.08        1.23        0.00        0           1            262
264         0.02        1.34        1.00        1           1            265
265         0.02        1.36        2.00        2           1            264
266         0.03        1.38        0.00        0           1            265
267         0.00        1.21        1.00        1           1            268
268         0.00        1.21        1.00        1           1            267
269         0.01        1.72        0.00        0           1            270
270         0.00        1.71        2.00        2           1            271
271         0.00        1.71        1.00        1           1            270
272         0.00        1.61        2.00        2           1            273
273         0.00        1.61        1.00        1           1            272
274         0.01        1.59        0.00        0           1            275
275         0.01        1.60        1.00        1           1            272
276         0.02        1.80        0.00        0           1            277
277         0.01        1.78        2.00        2           1            278
278         0.01        1.77        1.00        1           1            277
279         0.00        1.80        1.00        1           1            280
280         0.00        1.80        1.00        1           1            279
281         0.01        1.81        0.00        0           1            291
282         0.00        1.82        0.00        0           1            283
283         0.00        1.82        1.00        1           1            285
284         0.00        1.83        1.00        1           1            286
285         0.00        1.83        1.00        1           1            286
286         0.00        1.83        3.00        3           1            284
287         0.00        1.83        0.00        0           1            286
288         0.00        1.82        1.00        1           1            289
289         0.00        1.82        1.00        1           1            288
290         0.01        1.82        0.00        0           1            291
291         0.00        1.81        2.00        2           1            292
292         0.00        1.81        2.00        2           1            294
293         0.00        1.81        0.00        0           1            294
294         0.00        1.81        2.00        2           1            292
295         0.01        1.75        0.00        0           1            296
296         0.00        1.76        2.00        2           1            297
297         0.00        1.76        2.00        2           1            296
298         0.00        1.76        0.00        0           1            299
299         0.00        1.76        1.00        1           1            297
