Id      Type    Group   Values  
65      -1      -1      12.48, 8.51, 57.04
66      1       7       12.15, 8.51, 57.04
67      1       7       12.16, 8.51, 57.04
68      1       7       12.13, 8.51, 57.04
69      1       7       12.02, 8.51, 57.04
70      -1      -1      12.40, 8.51, 57.04
71      0       8       54.08, 9.98, 56.63
72      0       8       52.52, 9.98, 56.63
73      0       8       52.85, 9.99, 56.63
74      1       8       61.94, 9.99, 56.63
75      1       8       61.87, 9.99, 56.63
76      -1      -1      66.81, 10.00, 56.63
77      -1      -1      68.42, 10.00, 56.63
78      1       9       72.37, 10.00, 56.63
79      1       9       74.58, 10.00, 56.63
80      1       10      78.53, 10.00, 56.63
81      1       10      79.21, 10.00, 56.63
82      0       10      80.28, 10.00, 56.63
83      0       10      81.27, 10.00, 56.63
84      1       10      79.12, 9.99, 56.63
85      1       10      78.80, 9.99, 56.63
86      1       10      78.17, 9.99, 56.63
87      0       9       74.90, 9.99, 56.63
88      0       9       71.11, 9.99, 56.63
89      -1      -1      67.82, 10.00, 56.63
90      0       11      13.75, 8.50, 57.03
91      -1      -1      14.98, 8.50, 57.03
92      0       11      14.33, 8.51, 57.03
93      1       11      13.78, 8.51, 57.03
94      1       11      14.05, 8.51, 57.03
95      0       11      14.31, 8.51, 57.03
96      0       13      13.48, 8.50, 57.04
97      0       12      12.43, 8.51, 57.04
98      1       12      12.54, 8.51, 57.04
99      1       13      13.20, 8.51, 57.04
100     1       12      12.53, 8.51, 57.04
101     1       12      12.80, 8.51, 57.04
102     0       12      13.09, 8.51, 57.04
103     1       12      12.62, 8.51, 57.04
104     1       12      12.59, 8.51, 57.04
105     -1      -1      12.27, 8.51, 57.04
106     1       11      14.00, 8.50, 57.03
107     1       11      13.81, 8.50, 57.03
108     1       13      13.31, 8.50, 57.03
109     1       11      14.02, 8.50, 57.03
110     0       11      13.93, 8.50, 57.03
111     0       13      13.32, 8.50, 57.03
112     0       13      13.24, 8.50, 57.03
113     0       14      12.73, 8.49, 57.03
114     1       14      12.33, 8.49, 57.03
115     1       14      12.63, 8.49, 57.04
116     1       15      10.14, 8.49, 57.04
117     0       15      11.07, 8.49, 57.04
118     0       15      11.00, 8.50, 57.04
119     0       15      10.35, 8.50, 57.04
120     0       15      9.79, 8.50, 57.04
121     0       15      10.38, 8.50, 57.04
122     1       15      10.92, 8.50, 57.04
123     1       15      10.26, 8.50, 57.04
124     1       15      9.85, 8.49, 57.04
125     1       15      9.76, 8.49, 57.04
126     1       14      12.55, 8.49, 57.03
127     0       14      11.95, 8.49, 57.04
128     0       14      11.92, 8.49, 57.04
129     0       16      11.44, 8.49, 57.04
130     1       16      10.85, 8.49, 57.04
131     1       16      10.92, 8.49, 57.04
132     0       16      10.93, 8.49, 57.04
133     0       16      10.58, 8.48, 57.04
134     1       16      10.98, 8.49, 57.04
135     0       7       11.91, 8.51, 57.04
136     -1      -1      11.67, 8.51, 57.04
137     0       15      11.15, 8.49, 57.04
138     1       15      10.89, 8.49, 57.04
139     1       15      10.62, 8.49, 57.04
140     1       15      10.04, 8.49, 57.04
141     0       15      10.07, 8.49, 57.04
142     1       15      9.51, 8.49, 57.04
143     0       15      9.12, 8.49, 57.04
144     0       15      9.16, 8.49, 57.04
145     -1      -1      8.83, 8.49, 57.04
146     0       15      8.99, 8.49, 57.04
147     -1      -1      33.76, 9.50, 56.61
148     0       17      0.99, 9.86, 57.07
149     1       17      1.09, 9.86, 57.07
150     0       17      1.03, 9.86, 57.07
151     1       17      2.02, 9.87, 57.06
152     1       8       59.51, 9.98, 56.63
153     1       18      69.47, 10.00, 56.64
154     0       10      78.02, 10.00, 56.64
155     0       10      80.02, 10.00, 56.64
156     0       19      81.80, 10.00, 56.64
157     1       19      82.39, 10.00, 56.64
158     1       19      83.07, 10.00, 56.64
159     1       19      83.02, 10.00, 56.64
160     1       19      82.66, 10.00, 56.64
161     1       19      82.94, 10.00, 56.64
162     1       19      82.94, 10.00, 56.64
163     0       19      82.07, 10.00, 56.64
164     0       9       72.35, 10.00, 56.64
165     0       9       71.74, 10.00, 56.64
166     1       18      70.25, 10.00, 56.64
167     1       8       55.91, 9.99, 56.64
168     0       8       51.44, 9.99, 56.64
169     -1      -1      83.53, 10.00, 56.63
170     1       9       76.02, 10.00, 56.64
171     1       9       75.26, 10.00, 56.64
172     0       9       71.56, 10.00, 56.64
173     0       18      70.36, 10.00, 56.64
174     1       18      70.07, 10.00, 56.64
175     1       18      69.75, 10.00, 56.64
176     1       18      69.75, 10.00, 56.64
177     1       18      69.85, 10.00, 56.64
178     1       18      69.42, 10.01, 56.64
179     0       8       67.56, 10.01, 56.64
180     0       8       64.19, 10.01, 56.64
181     1       8       62.81, 10.01, 56.64
182     1       8       61.76, 10.01, 56.64
183     1       11      13.74, 8.50, 57.03
184     -1      -1      69.29, 10.00, 56.63
185     -1      -1      68.75, 10.00, 56.63
186     0       9       74.40, 10.00, 56.63
187     0       9       76.93, 10.00, 56.63
188     1       10      79.99, 10.00, 56.63
189     1       20      50.54, 10.07, 56.80
190     1       20      51.13, 10.07, 56.80
191     0       20      51.76, 10.07, 56.80
192     0       20      52.11, 10.07, 56.80
193     1       20      51.41, 10.07, 56.80
194     1       20      50.50, 10.07, 56.80
195     0       20      49.75, 10.07, 56.80
196     0       21      49.36, 10.07, 56.80
197     1       21      48.94, 10.07, 56.80
198     1       21      49.14, 10.07, 56.80
199     1       21      48.99, 10.07, 56.80
200     1       21      48.81, 10.07, 56.80
201     1       21      48.46, 10.07, 56.80
202     1       21      48.58, 10.07, 56.80
203     1       21      48.75, 10.07, 56.80
204     0       20      49.59, 10.07, 56.80
205     1       21      48.51, 10.07, 56.80
206     -1      -1      46.45, 10.07, 56.80
207     -1      -1      45.52, 10.07, 56.80
208     -1      -1      44.63, 10.07, 56.80
209     1       22      32.86, 10.09, 56.80
210     1       22      33.05, 10.09, 56.80
211     1       22      32.97, 10.09, 56.80
212     1       22      32.67, 10.09, 56.80
213     1       22      32.86, 10.09, 56.80
214     -1      -1      33.88, 10.09, 56.81
215     1       22      32.32, 10.09, 56.81
216     0       22      32.64, 10.08, 56.80
217     1       17      1.95, 9.57, 57.05
218     1       17      2.25, 9.57, 57.05
219     1       17      2.55, 9.57, 57.05
220     -1      -1      16.83, 9.45, 56.62
221     0       23      15.97, 9.45, 56.62
222     1       23      15.15, 9.45, 56.62
223     1       23      14.91, 9.45, 56.62
224     1       23      14.47, 9.45, 56.62
225     1       23      14.20, 9.45, 56.62
226     1       23      14.29, 9.45, 56.62
227     1       23      13.74, 9.45, 56.62
228     1       24      29.14, 9.44, 56.62
229     1       24      28.80, 9.44, 56.62
230     1       24      28.08, 9.44, 56.62
231     1       24      27.78, 9.44, 56.62
232     1       24      27.59, 9.44, 56.62
233     1       24      26.59, 9.44, 56.62
234     -1      -1      18.11, 9.44, 56.62
235     -1      -1      11.15, 9.44, 56.62
236     -1      -1      10.13, 9.44, 56.62
237     -1      -1      10.18, 9.44, 56.62
238     1       25      33.23, 9.98, 57.03
239     1       25      32.92, 9.98, 57.03
240     1       25      33.31, 9.98, 57.03
241     1       25      33.31, 9.98, 57.03
242     1       25      33.08, 9.98, 57.03
243     1       25      34.53, 9.98, 57.03
244     1       25      34.87, 9.97, 57.03
245     1       25      35.51, 9.97, 57.03
246     0       25      35.84, 9.97, 57.03
247     1       25      34.18, 9.98, 57.03
248     1       25      34.24, 9.98, 57.03
249     0       25      35.98, 9.98, 57.03
250     0       26      41.08, 9.99, 57.03
251     1       26      40.77, 9.99, 57.03
252     1       26      40.88, 9.99, 57.03
253     1       26      40.82, 9.99, 57.03
254     1       26      40.76, 9.99, 57.03
255     1       26      39.71, 9.99, 57.03
256     0       26      38.65, 9.99, 57.03
257     -1      -1      37.52, 9.99, 57.03
258     0       25      34.46, 9.99, 57.03
259     0       17      31.77, 10.00, 57.03
260     0       17      28.78, 10.00, 57.03
261     1       17      25.63, 10.00, 57.03
262     1       17      23.76, 10.00, 57.03
263     1       17      17.70, 10.00, 57.03
264     0       17      8.74, 10.00, 57.03
265     0       17      7.05, 10.00, 57.03
266     1       17      5.03, 10.01, 57.02
267     0       17      22.23, 9.95, 57.03
268     0       17      22.09, 9.95, 57.03
269     1       17      1.77, 9.60, 57.09
270     1       17      2.20, 9.59, 57.09
271     1       17      2.31, 9.59, 57.08
272     -1      -1      36.64, 10.24, 57.28
273     -1      -1      36.75, 10.24, 57.28
274     -1      -1      35.28, 10.24, 57.28
275     -1      -1      36.26, 10.24, 57.28
276     0       27      24.84, 10.23, 57.51
277     1       27      26.59, 10.22, 57.51
278     1       27      27.22, 10.22, 57.51
279     0       27      23.22, 10.16, 57.52
280     1       27      23.37, 10.16, 57.52
281     1       27      22.15, 10.16, 57.52
282     1       27      21.43, 10.16, 57.52
283     1       27      21.30, 10.16, 57.52
284     1       27      21.13, 10.16, 57.53
285     1       27      21.24, 10.16, 57.53
286     1       27      21.17, 10.16, 57.53
287     0       27      21.09, 10.16, 57.53
288     1       27      21.44, 10.16, 57.53
289     0       27      21.46, 10.17, 57.53
290     1       27      21.90, 10.17, 57.53
291     1       27      22.34, 10.17, 57.53
292     1       27      22.59, 10.17, 57.53
293     1       27      22.78, 10.16, 57.53
294     1       27      22.66, 10.16, 57.53
295     1       27      26.66, 10.17, 57.52
296     1       27      26.31, 10.17, 57.52
297     1       27      26.23, 10.17, 57.52
298     1       27      26.07, 10.17, 57.52
299     1       27      26.20, 10.17, 57.52
